id,rating,genre,runtime
788,R,Drama,95.0
789,NR,Drama,87.0
791,R,Art House and International|Comedy|Drama|Mystery and Suspense,128.0
792,NR,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,96.0
793,PG-13,Drama|Romance,85.0
794,R,Drama|Mystery and Suspense,125.0
797,PG,Drama,102.0
798,NR,Drama,157.0
800,PG-13,Action and Adventure|Drama,90.0
801,R,Comedy|Drama|Romance,110.0
802,R,Comedy|Science Fiction and Fantasy,95.0
804,R,Drama,100.0
805,PG,Action and Adventure|Drama,98.0
806,R,Comedy|Drama,88.0
807,R,Action and Adventure|Drama|Mystery and Suspense,124.0
808,R,Comedy,95.0
809,PG,Classics|Drama|Mystery and Suspense|Romance,128.0
810,NR,Comedy|Drama|Romance,123.0
811,NR,Art House and International|Drama,141.0
812,NR,Drama|Mystery and Suspense,179.0
814,PG-13,Comedy|Romance,103.0
815,R,Drama,119.0
816,PG,Action and Adventure|Animation|Comedy|Kids and Family,88.0
817,G,Classics|Comedy|Romance,104.0
818,PG,Action and Adventure|Comedy|Kids and Family|Science Fiction and Fantasy,96.0
819,R,Art House and International|Drama|Mystery and Suspense,95.0
820,R,Action and Adventure|Science Fiction and Fantasy,108.0
821,NR,Art House and International|Comedy|Drama,113.0
823,R,Art House and International|Drama|Romance,358.0
824,PG,Comedy|Musical and Performing Arts|Science Fiction and Fantasy,82.0
825,PG-13,Drama,106.0
826,NR,Classics|Drama|Mystery and Suspense,67.0
827,R,Comedy|Drama|Romance,102.0
828,NR,Action and Adventure|Classics|Drama,91.0
829,NR,Art House and International|Horror|Mystery and Suspense,95.0
830,R,Art House and International|Comedy|Drama|Romance|Gay and Lesbian,111.0
831,NR,Comedy,98.0
832,NR,Art House and International,69.0
833,PG-13,Action and Adventure|Comedy|Drama,90.0
834,R,Art House and International|Comedy|Drama,85.0
835,PG,Science Fiction and Fantasy,88.0
836,R,Action and Adventure|Mystery and Suspense,84.0
837,PG,Art House and International|Drama,95.0
838,NR,Action and Adventure|Documentary,79.0
839,PG,Drama|Romance,100.0
840,NR,Classics|Drama|Mystery and Suspense,90.0
841,PG-13,Action and Adventure|Science Fiction and Fantasy,117.0
843,NR,UNKOWN,60.0
845,R,Drama|Mystery and Suspense,121.0
846,PG-13,Drama,113.0
847,NR,Classics|Drama|Mystery and Suspense,80.0
848,R,Drama|Horror|Mystery and Suspense,121.0
849,PG-13,Action and Adventure|Drama|Mystery and Suspense,120.0
850,R,Drama,110.0
852,PG-13,Documentary|Musical and Performing Arts,85.0
853,R,Drama,88.0
855,PG,Action and Adventure|Science Fiction and Fantasy,127.0
856,R,Art House and International|Documentary|Special Interest,103.0
857,NR,Drama|Romance,100.0
858,R,Drama,93.0
859,PG,Comedy|Kids and Family,91.0
860,R,Drama|Mystery and Suspense,103.0
861,R,Drama|Mystery and Suspense|Romance,126.0
862,PG-13,Comedy,109.0
863,R,Action and Adventure|Art House and International|Comedy|Cult Movies|Drama,93.0
864,PG-13,Drama|Mystery and Suspense,88.0
866,NR,Drama,61.0
867,NR,Comedy|Romance,119.0
868,NR,Art House and International|Documentary|Special Interest,90.0
870,PG,Drama|Musical and Performing Arts|Romance,134.0
871,R,Action and Adventure|Mystery and Suspense,124.0
872,PG,Comedy|Kids and Family,89.0
873,R,Comedy,108.0
874,R,Action and Adventure|Comedy|Mystery and Suspense,115.0
875,R,Drama,96.0
876,PG,Drama,90.0
879,R,Comedy|Drama,97.0
880,NR,Western,60.0
881,R,Action and Adventure|Drama|Romance,87.0
883,PG-13,Comedy,118.0
884,R,Action and Adventure|Comedy|Drama,114.0
887,R,Comedy|Drama|Romance,105.0
888,NR,Classics|Drama,98.0
889,PG,Comedy,100.0
891,PG,Comedy|Drama,96.0
893,R,Action and Adventure|Drama|Mystery and Suspense,95.0
895,NR,Drama|Horror|Mystery and Suspense,84.0
896,PG,Classics|Horror|Musical and Performing Arts|Science Fiction and Fantasy,84.0
897,NR,Action and Adventure|Drama,70.0
898,NR,Classics|Drama|Musical and Performing Arts|Romance,94.0
899,PG,Drama,132.0
901,G,Documentary|Drama,103.0
902,R,Drama|Mystery and Suspense,116.0
903,G,Comedy|Documentary|Science Fiction and Fantasy|Special Interest,59.0
906,PG,Drama,81.0
907,R,Art House and International|Comedy|Drama|Romance,115.0
908,PG-13,Art House and International|Comedy|Drama,120.0
909,R,Comedy|Drama,86.0
911,R,Comedy|Cult Movies|Drama,102.0
912,PG,Classics|Drama|Mystery and Suspense,114.0
913,NR,Comedy|Drama,94.0
914,R,Comedy|Drama,95.0
915,NR,Horror|Science Fiction and Fantasy,77.0
918,NR,Classics|Comedy|Musical and Performing Arts|Romance,111.0
919,NR,Drama,93.0
921,PG-13,Action and Adventure|Comedy|Drama|Mystery and Suspense,126.0
922,R,Comedy|Drama,118.0
923,NR,Action and Adventure|Western,133.0
924,R,Action and Adventure|Drama|Mystery and Suspense|Romance,133.0
925,NR,Comedy|Drama,80.0
926,PG-13,Horror|Mystery and Suspense,106.0
928,NR,Classics|Drama|Kids and Family|Romance,92.0
930,R,Comedy|Drama,93.0
931,NR,Art House and International|Comedy|Kids and Family|Musical and Performing Arts|Romance,192.0
932,PG,Documentary|Special Interest,84.0
933,R,Comedy,89.0
934,NR,Classics|Mystery and Suspense,70.0
935,R,Comedy,92.0
936,PG-13,Drama|Romance,89.0
937,R,Classics|Comedy|Drama,100.0
939,NR,Action and Adventure|Art House and International|Drama,134.0
940,PG-13,Action and Adventure|Drama|Mystery and Suspense,98.0
941,R,Action and Adventure|Comedy,98.0
943,NR,Art House and International|Classics|Drama,90.0
944,NR,Classics|Comedy|Drama,85.0
946,PG-13,Comedy,97.0
947,R,Drama|Mystery and Suspense,155.0
949,R,Art House and International|Drama,90.0
950,NR,Drama,96.0
952,R,Drama,114.0
953,PG,Classics|Drama|Mystery and Suspense,119.0
957,NR,Classics|Drama,96.0
959,NR,Art House and International|Drama|Romance,115.0
961,R,Comedy|Drama,91.0
962,NR,Documentary|Musical and Performing Arts,120.0
963,R,Drama,104.0
964,NR,Documentary|Special Interest,70.0
966,R,Horror,76.0
967,R,Action and Adventure|Art House and International|Comedy|Drama|Mystery and Suspense,115.0
968,NR,Art House and International|Horror|Mystery and Suspense,90.0
969,R,Comedy|Drama,106.0
970,R,Art House and International|Comedy|Drama,85.0
971,PG,Action and Adventure|Drama|Kids and Family,96.0
972,R,Comedy,89.0
973,R,Action and Adventure|Horror|Science Fiction and Fantasy,104.0
974,PG,Action and Adventure|Drama,105.0
975,PG-13,Comedy|Romance,95.0
976,R,Drama,109.0
977,R,Drama|Romance,96.0
978,PG,Drama|Science Fiction and Fantasy,88.0
980,PG,Action and Adventure|Mystery and Suspense|Romance,144.0
981,R,Comedy,94.0
983,R,Art House and International|Drama,150.0
984,PG-13,Drama|Mystery and Suspense,103.0
985,R,Action and Adventure|Drama,95.0
986,R,Drama,164.0
988,NR,Horror,83.0
992,NR,Horror|Mystery and Suspense,106.0
994,PG-13,Drama|Romance,102.0
996,NR,Comedy|Drama|Mystery and Suspense,85.0
997,NR,Action and Adventure,96.0
998,NR,Comedy|Mystery and Suspense,99.0
999,NR,Comedy,90.0
1000,R,Drama,105.0
1001,PG-13,Drama,98.0
1002,NR,Action and Adventure|Art House and International|Drama,150.0
1004,PG-13,Drama,154.0
1006,R,Action and Adventure|Drama|Mystery and Suspense,122.0
1007,PG,Comedy|Kids and Family,92.0
1008,R,Action and Adventure|Classics,91.0
1009,PG-13,Comedy|Drama|Romance,121.0
1011,R,Horror,92.0
1013,R,Drama,113.0
1014,PG,Comedy|Drama|Romance,105.0
1015,R,Horror|Kids and Family|Mystery and Suspense|Science Fiction and Fantasy,93.0
1016,R,Comedy,104.0
1017,PG-13,Drama|Science Fiction and Fantasy|Romance,166.0
1020,NR,Art House and International|Drama|Romance,130.0
1021,NR,Documentary,33.0
1022,PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,80.0
1023,PG-13,Action and Adventure|Horror|Mystery and Suspense,89.0
1024,G,Classics|Comedy|Musical and Performing Arts|Romance,83.0
1025,NR,Classics|Musical and Performing Arts|Romance,103.0
1026,R,Action and Adventure|Classics|Drama|Mystery and Suspense,111.0
1028,G,Kids and Family|Science Fiction and Fantasy,120.0
1029,NR,Drama|Faith and Spirituality,140.0
1030,NR,Art House and International|Drama|Horror,90.0
1031,NR,Classics|Comedy|Drama,143.0
1033,R,Action and Adventure|Drama|Mystery and Suspense,99.0
1034,PG,Drama,125.0
1035,R,Action and Adventure|Mystery and Suspense,104.0
1036,PG-13,Drama,99.0
1037,NR,Action and Adventure|Drama,95.0
1038,PG-13,Comedy|Drama|Romance,115.0
1042,NR,Art House and International|Drama,95.0
1043,PG-13,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy|Faith and Spirituality,100.0
1044,R,Drama,89.0
1045,NR,Action and Adventure|Art House and International|Drama|Mystery and Suspense|Romance,133.0
1046,R,Drama,126.0
1047,G,Drama|Musical and Performing Arts,95.0
1048,PG,Classics|Comedy|Mystery and Suspense,100.0
1049,NR,Art House and International|Drama|Romance,102.0
1050,PG,Comedy|Kids and Family|Science Fiction and Fantasy,104.0
1051,NR,Drama,100.0
1054,R,Comedy|Drama,83.0
1055,R,Art House and International|Drama,98.0
1056,R,Comedy|Drama,126.0
1060,PG,Comedy,86.0
1061,NR,Comedy|Drama|Romance,106.0
1062,NR,Classics|Drama|Mystery and Suspense,117.0
1064,NR,Art House and International|Drama,98.0
1065,PG,Action and Adventure|Kids and Family,98.0
1066,NR,Art House and International|Drama,80.0
1067,R,Drama|Romance,130.0
1069,NR,Drama,90.0
1070,R,Drama|Mystery and Suspense,106.0
1071,R,Drama,127.0
1072,NR,Drama|Television,90.0
1074,NR,Drama,90.0
1075,NR,Art House and International|Classics|Drama,110.0
1076,NR,Documentary|Special Interest,93.0
1077,PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,126.0
1078,R,Action and Adventure|Mystery and Suspense,99.0
1079,R,Comedy|Drama|Mystery and Suspense,86.0
1080,PG-13,Drama|Musical and Performing Arts|Romance,112.0
1081,R,Action and Adventure|Art House and International|Classics|Drama|Romance,126.0
1082,PG,Classics|Drama,167.0
1083,PG-13,Comedy|Drama|Romance,100.0
1084,R,Drama,100.0
1085,NR,Art House and International|Drama,118.0
1086,PG,Science Fiction and Fantasy,105.0
1089,R,Comedy|Drama|Science Fiction and Fantasy,100.0
1090,R,Classics|Comedy,95.0
1091,PG-13,Drama,145.0
1092,PG-13,Drama|Mystery and Suspense,120.0
1093,R,Classics|Comedy,114.0
1094,PG,Comedy|Science Fiction and Fantasy,96.0
1095,R,Comedy,95.0
1096,R,Action and Adventure|Drama,90.0
1097,NR,Classics|Drama|Western,99.0
1099,NR,Classics|Drama|Mystery and Suspense,92.0
1100,NR,Documentary|Drama,107.0
1101,PG,Comedy|Drama,113.0
1102,PG,Classics|Drama,156.0
1103,PG,Animation|Comedy|Kids and Family,89.0
1104,PG,Action and Adventure|Drama|Mystery and Suspense,111.0
1106,NR,Classics|Drama|Romance,80.0
1108,R,Horror|Mystery and Suspense,95.0
1110,NR,Documentary|Special Interest,97.0
1112,PG,Drama,128.0
1113,R,Comedy|Drama,112.0
1114,R,Comedy|Drama,122.0
1115,NR,Action and Adventure|Comedy|Drama,188.0
1116,R,Comedy,105.0
1119,NR,Drama|Mystery and Suspense,80.0
1120,NR,Comedy,90.0
1121,PG,Action and Adventure|Classics|Comedy|Drama,105.0
1122,R,Drama,90.0
1123,PG,Comedy|Musical and Performing Arts|Television,94.0
1125,NR,Art House and International|Documentary,110.0
1126,NR,Classics|Drama|Romance,117.0
1128,R,Comedy|Romance,90.0
1131,NR,Comedy|Drama,88.0
1132,R,Action and Adventure|Drama,96.0
1133,R,Drama|Mystery and Suspense,94.0
1134,R,Documentary|Drama|Special Interest,57.0
1136,PG-13,Action and Adventure|Science Fiction and Fantasy,170.0
1137,NR,Classics|Comedy|Drama,99.0
1138,PG-13,Comedy,96.0
1140,R,Comedy|Documentary,84.0
1141,R,Action and Adventure|Western,102.0
1143,PG,Drama,95.0
1144,PG-13,Drama,106.0
1145,PG-13,Comedy,93.0
1146,NR,Art House and International|Comedy|Drama|Romance,104.0
1147,NR,Comedy|Science Fiction and Fantasy,120.0
1148,PG,Comedy|Drama,82.0
1149,PG,Drama|Faith and Spirituality,111.0
1150,PG-13,Comedy,89.0
1152,NR,Drama,68.0
1153,NR,Classics|Horror,80.0
1154,G,Action and Adventure|Animation|Comedy|Drama|Kids and Family|Musical and Performing Arts,75.0
1155,PG-13,Documentary|Special Interest,96.0
1156,G,Action and Adventure|Animation|Classics|Comedy|Kids and Family|Musical and Performing Arts,96.0
1158,NR,Action and Adventure|Drama|Mystery and Suspense,133.0
1159,NR,Classics|Comedy|Drama|Musical and Performing Arts,121.0
1160,NR,Action and Adventure|Art House and International,110.0
1161,R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,105.0
1162,R,Comedy|Drama,111.0
1163,R,Art House and International|Drama|Romance,105.0
1164,R,Drama,112.0
1166,NR,Art House and International|Drama,116.0
1167,R,Comedy,93.0
1168,NR,Action and Adventure|Drama,84.0
1169,PG-13,Horror,83.0
1170,R,Art House and International|Comedy|Drama,92.0
1171,PG-13,Action and Adventure|Mystery and Suspense,105.0
1172,NR,Action and Adventure|Art House and International|Drama,116.0
1173,R,Art House and International|Drama,205.0
1175,R,Art House and International|Drama,125.0
1176,NR,Animation|Kids and Family,80.0
1179,R,Comedy|Drama,119.0
1180,PG,Animation|Kids and Family|Science Fiction and Fantasy,76.0
1182,PG,Documentary|Musical and Performing Arts,121.0
1183,R,Comedy|Drama|Romance,102.0
1185,NR,Drama,116.0
1186,R,Drama|Romance,144.0
1187,NR,Art House and International,100.0
1189,PG,Art House and International|Classics|Drama,115.0
1191,NR,Classics|Comedy|Musical and Performing Arts,89.0
1192,NR,Horror,90.0
1194,NR,Art House and International|Comedy|Mystery and Suspense,96.0
1195,NR,Drama,90.0
1196,NR,Classics|Musical and Performing Arts,120.0
1197,R,Art House and International|Drama|Special Interest,135.0
1199,PG-13,Comedy,107.0
1200,R,Action and Adventure|Drama|Western,159.0
1203,PG,Art House and International|Drama,157.0
1206,PG-13,Mystery and Suspense|Science Fiction and Fantasy,108.0
1207,R,Drama|Mystery and Suspense,95.0
1208,PG,Animation|Comedy|Kids and Family,115.0
1209,NR,Drama|Horror,60.0
1210,PG-13,Comedy|Drama|Romance,98.0
1211,PG,Art House and International|Comedy|Drama,103.0
1214,R,Drama|Mystery and Suspense,93.0
1215,NR,Mystery and Suspense,120.0
1216,NR,Comedy|Drama,85.0
1217,R,Action and Adventure|Drama,114.0
1218,R,Comedy|Romance,110.0
1219,PG,Action and Adventure|Kids and Family|Science Fiction and Fantasy,136.0
1220,NR,Drama|Mystery and Suspense,88.0
1221,R,Drama|Science Fiction and Fantasy|Western,121.0
1222,R,Drama,132.0
1223,PG-13,Comedy|Drama|Romance,107.0
1224,NR,Action and Adventure|Drama,120.0
1225,NR,Drama|Romance,100.0
1226,R,Drama,107.0
1227,PG-13,Action and Adventure|Drama|Western,97.0
1228,PG,Classics|Comedy|Musical and Performing Arts|Romance,108.0
1229,NR,Documentary,10.0
1231,R,Mystery and Suspense|Science Fiction and Fantasy|Western,103.0
1232,NR,Drama|Television,120.0
1234,R,Comedy|Drama|Special Interest,100.0
1235,PG,Art House and International|Comedy|Drama|Science Fiction and Fantasy|Special Interest,101.0
1236,R,Drama,126.0
1237,PG-13,Comedy,89.0
1238,PG,Comedy,91.0
1239,G,Animation|Kids and Family,67.0
1241,NR,Comedy|Romance,80.0
1242,NR,Classics|Comedy|Drama,101.0
1243,PG-13,Drama,136.0
1244,PG,Comedy|Romance,114.0
1246,NR,Comedy|Special Interest,30.0
1252,PG-13,Action and Adventure|Comedy|Western,110.0
1253,PG-13,Art House and International|Comedy|Drama,100.0
1255,PG-13,Action and Adventure|Drama|Science Fiction and Fantasy,127.0
1256,R,Drama|Mystery and Suspense|Science Fiction and Fantasy,99.0
1257,R,Animation|Art House and International|Comedy|Special Interest,88.0
1259,NR,Documentary|Sports and Fitness,90.0
1260,NR,Documentary|Special Interest|Television,84.0
1261,R,Comedy|Drama,115.0
1263,PG-13,Comedy|Romance,86.0
1264,R,Mystery and Suspense,90.0
1265,PG-13,Comedy|Drama,103.0
1266,R,Drama|Mystery and Suspense,96.0
1267,NR,Action and Adventure|Kids and Family|Science Fiction and Fantasy,90.0
1268,R,Comedy,91.0
1270,NR,Art House and International|Drama,120.0
1271,R,Horror,111.0
1272,NR,Classics|Drama|Romance,115.0
1273,PG,Drama,77.0
1274,R,Comedy|Drama,105.0
1275,NR,Drama,11.0
1276,NR,Classics|Drama|Mystery and Suspense,89.0
1277,PG-13,Action and Adventure|Drama|Horror|Science Fiction and Fantasy,109.0
1279,PG,Comedy|Kids and Family,89.0
1280,NR,Action and Adventure|Comedy,92.0
1281,PG-13,Comedy|Romance,108.0
1282,NR,Documentary|Drama,130.0
1283,NR,Documentary|Special Interest,58.0
1284,NR,Action and Adventure|Art House and International|Drama,120.0
1285,NR,Comedy|Science Fiction and Fantasy,70.0
1286,NR,Art House and International,105.0
1287,G,Art House and International|Documentary|Drama|Musical and Performing Arts|Special Interest,95.0
1288,PG,Comedy,91.0
1289,R,Art House and International|Comedy|Drama,98.0
1290,R,Action and Adventure|Drama|Horror|Mystery and Suspense,92.0
1291,PG-13,Comedy,101.0
1292,R,Art House and International|Drama,103.0
1293,NR,Art House and International|Drama,92.0
1295,PG,Science Fiction and Fantasy,97.0
1296,NR,Drama,104.0
1297,R,Drama,102.0
1298,PG-13,Comedy|Science Fiction and Fantasy,101.0
1300,R,Drama,108.0
1304,NR,Action and Adventure|Art House and International|Drama,104.0
1305,PG,Animation|Comedy|Kids and Family,90.0
1307,PG-13,Drama,98.0
1308,R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,126.0
1309,NR,Drama|Mystery and Suspense,91.0
1310,NR,Action and Adventure|Classics|Western,96.0
1311,PG,Action and Adventure|Art House and International|Mystery and Suspense,126.0
1313,PG-13,Comedy,95.0
1314,NR,Action and Adventure|Art House and International|Classics|Drama,178.0
1315,PG,Action and Adventure|Comedy|Kids and Family|Mystery and Suspense,88.0
1317,PG-13,Comedy|Drama|Romance,103.0
1318,NR,Animation|Kids and Family,75.0
1319,PG,Action and Adventure|Comedy,96.0
1320,R,Drama,111.0
1321,PG-13,Drama,138.0
1322,R,Horror|Science Fiction and Fantasy,82.0
1324,NR,Art House and International|Comedy|Drama|Science Fiction and Fantasy,175.0
1325,R,Action and Adventure|Horror|Science Fiction and Fantasy,90.0
1326,NR,Art House and International|Drama,89.0
1327,PG-13,Drama,110.0
1329,R,Drama|Mystery and Suspense,110.0
1330,R,Drama|Mystery and Suspense,119.0
1331,PG,Art House and International|Drama,109.0
1332,NR,Drama|Television,240.0
1334,PG-13,Comedy|Romance,104.0
1335,R,Comedy,98.0
1336,R,Art House and International|Classics|Horror|Mystery and Suspense,95.0
1337,PG-13,Comedy|Drama,108.0
1338,R,Art House and International|Comedy,89.0
1339,PG,Comedy|Romance,92.0
1340,PG-13,Comedy|Drama|Mystery and Suspense,92.0
1341,PG,Action and Adventure|Comedy|Kids and Family,99.0
1342,PG,Action and Adventure|Comedy|Kids and Family,105.0
1343,NR,Action and Adventure|Art House and International|Drama,100.0
1344,NR,Classics|Drama,149.0
1346,G,Classics|Drama|Mystery and Suspense,143.0
1347,NR,Comedy|Drama|Romance,118.0
1349,NR,Comedy|Drama,102.0
1350,NR,Art House and International|Drama,88.0
1351,NR,Art House and International|Documentary|Drama,108.0
1352,R,Comedy,93.0
1353,NR,Classics|Comedy,97.0
1354,PG,Action and Adventure|Comedy|Drama|Kids and Family,94.0
1355,NR,Art House and International|Mystery and Suspense,85.0
1357,PG,Action and Adventure|Classics|Drama|Romance,105.0
1358,G,Classics|Comedy|Drama|Romance,129.0
1359,NR,Classics|Comedy|Musical and Performing Arts|Romance,99.0
1361,PG,Action and Adventure|Classics|Drama|Horror|Mystery and Suspense|Science Fiction and Fantasy,91.0
1362,PG-13,Drama,90.0
1363,R,Comedy|Mystery and Suspense,99.0
1364,PG,Comedy,92.0
1365,R,Art House and International|Horror,93.0
1366,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,105.0
1368,R,Action and Adventure|Drama|Mystery and Suspense,127.0
1369,R,Drama,91.0
1370,NR,Drama,101.0
1372,NR,Action and Adventure,93.0
1373,NR,Drama|Television,180.0
1374,NR,Drama,90.0
1375,PG,Classics|Comedy|Drama,113.0
1376,PG-13,Comedy,107.0
1377,NR,Action and Adventure|Drama,110.0
1378,PG,Comedy|Drama,94.0
1379,PG,Action and Adventure,92.0
1380,NR,Art House and International|Drama|Special Interest,96.0
1381,R,Comedy|Romance,129.0
1382,R,Horror|Mystery and Suspense,85.0
1383,PG,Animation|Comedy|Kids and Family,86.0
1385,NR,Classics|Comedy,109.0
1386,G,Art House and International|Comedy|Horror,107.0
1387,R,Drama|Mystery and Suspense,120.0
1388,NR,Classics|Horror|Science Fiction and Fantasy,85.0
1389,PG-13,Action and Adventure|Comedy,90.0
1390,R,Art House and International|Comedy|Drama|Gay and Lesbian,99.0
1391,G,Drama|Mystery and Suspense,81.0
1392,PG-13,Comedy|Drama|Romance,139.0
1393,R,UNKOWN,84.0
1394,R,Comedy,87.0
1395,NR,Drama|Mystery and Suspense,79.0
1396,PG-13,Drama|Musical and Performing Arts,95.0
1397,NR,Action and Adventure|Mystery and Suspense,112.0
1398,PG,Drama|Kids and Family|Faith and Spirituality,110.0
1399,R,Drama|Horror,91.0
1400,R,Drama|Mystery and Suspense,105.0
1402,PG,Action and Adventure|Science Fiction and Fantasy,98.0
1403,NR,Action and Adventure|Comedy|Musical and Performing Arts|Science Fiction and Fantasy|Western,94.0
1405,PG,Action and Adventure|Drama,93.0
1406,NR,Comedy|Romance,96.0
1407,NR,Action and Adventure|Classics|Comedy|Musical and Performing Arts,70.0
1408,R,Art House and International|Comedy|Drama,101.0
1409,NR,Art House and International|Classics|Comedy|Drama|Romance,90.0
1410,NR,Documentary,83.0
1411,R,Horror|Mystery and Suspense,115.0
1412,NR,Classics|Comedy|Drama|Musical and Performing Arts,82.0
1413,NR,Drama|Musical and Performing Arts,69.0
1415,NR,Action and Adventure|Art House and International|Drama|Mystery and Suspense,114.0
1418,G,Action and Adventure|Animation|Comedy|Drama|Kids and Family,85.0
1419,NR,Classics|Comedy|Kids and Family|Romance,91.0
1420,R,Comedy|Drama,93.0
1423,G,Action and Adventure|Comedy|Kids and Family|Mystery and Suspense|Science Fiction and Fantasy,93.0
1424,PG-13,Action and Adventure|Horror|Kids and Family|Science Fiction and Fantasy,118.0
1426,R,Horror|Science Fiction and Fantasy,90.0
1428,R,Comedy|Drama|Romance,115.0
1431,R,Drama,128.0
1433,NR,Action and Adventure|Science Fiction and Fantasy,83.0
1434,NR,Drama|Romance,294.0
1435,PG-13,Comedy,114.0
1436,NR,Classics|Comedy|Romance,112.0
1437,R,Horror|Mystery and Suspense,94.0
1439,R,Action and Adventure|Drama|Mystery and Suspense,99.0
1441,NR,Comedy,85.0
1442,PG,Kids and Family|Science Fiction and Fantasy,161.0
1443,NR,Classics|Horror|Mystery and Suspense,123.0
1444,R,Drama|Mystery and Suspense,95.0
1445,NR,Classics|Comedy|Romance,110.0
1446,PG-13,Comedy,108.0
1447,R,Art House and International|Drama|Mystery and Suspense,117.0
1448,G,Classics|Drama,108.0
1449,PG-13,Comedy|Horror|Mystery and Suspense,94.0
1450,R,Drama|Romance,111.0
1451,NR,Mystery and Suspense|Science Fiction and Fantasy,90.0
1453,PG-13,Comedy|Romance,119.0
1454,R,Comedy,95.0
1457,NR,Classics|Drama|Science Fiction and Fantasy,85.0
1458,NR,Art House and International|Mystery and Suspense,110.0
1459,NR,Documentary|Drama,96.0
1460,NR,Action and Adventure|Art House and International|Drama,101.0
1462,NR,Drama,83.0
1463,R,Comedy,104.0
1464,PG,Action and Adventure|Drama|Science Fiction and Fantasy,136.0
1465,NR,Drama,93.0
1466,PG-13,Drama,99.0
1467,R,Drama|Horror|Mystery and Suspense,93.0
1468,NR,Western,58.0
1470,NR,Classics|Comedy,96.0
1471,R,Classics|Comedy|Drama,105.0
1472,NR,Drama|Mystery and Suspense,119.0
1473,NR,Action and Adventure|Horror,90.0
1474,R,Drama,103.0
1475,PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,94.0
1476,R,Art House and International|Comedy|Drama,126.0
1477,G,Comedy|Kids and Family|Science Fiction and Fantasy,90.0
1478,NR,Comedy,90.0
1480,NR,Classics|Drama|Romance,72.0
1482,NR,Drama,85.0
1483,R,Drama,118.0
1484,PG,Action and Adventure|Classics|Drama|Mystery and Suspense|Romance,120.0
1485,R,Action and Adventure|Comedy,104.0
1486,NR,Art House and International|Drama|Mystery and Suspense|Romance,92.0
1487,PG-13,Comedy|Romance,106.0
1488,G,Animation|Kids and Family|Science Fiction and Fantasy,84.0
1489,PG,Animation|Kids and Family|Science Fiction and Fantasy,107.0
1490,PG-13,Art House and International|Comedy|Drama,105.0
1492,PG-13,Comedy,89.0
1493,NR,Western,82.0
1494,R,Drama|Mystery and Suspense,157.0
1495,NR,Drama|Mystery and Suspense,90.0
1496,PG-13,Drama|Romance,105.0
1497,PG,Comedy,86.0
1498,NR,Art House and International|Comedy|Drama|Musical and Performing Arts,179.0
1499,NR,Documentary|Special Interest,56.0
1501,R,Classics|Drama,150.0
1502,NR,Action and Adventure|Art House and International|Comedy,102.0
1503,R,Action and Adventure|Comedy|Drama,114.0
1504,R,Action and Adventure|Art House and International|Comedy|Drama|Mystery and Suspense,96.0
1505,R,Drama|Musical and Performing Arts,100.0
1506,NR,Art House and International|Comedy|Drama,120.0
1507,PG,Comedy,85.0
1508,NR,Documentary|Special Interest|Faith and Spirituality,94.0
1509,R,Comedy,95.0
1510,NR,Science Fiction and Fantasy,100.0
1511,NR,Animation|Science Fiction and Fantasy,108.0
1512,R,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy,113.0
1513,NR,Art House and International|Drama|Romance,99.0
1514,PG,Action and Adventure|Drama,119.0
1516,R,Drama|Mystery and Suspense,98.0
1517,PG,Comedy|Television,115.0
1518,NR,Action and Adventure|Classics|Western,70.0
1519,PG-13,Drama,98.0
1520,PG-13,Drama|Musical and Performing Arts,112.0
1522,R,Comedy|Drama|Romance,101.0
1523,PG-13,Comedy,119.0
1525,PG-13,Action and Adventure|Mystery and Suspense,145.0
1526,NR,Action and Adventure|Drama,84.0
1527,PG-13,Comedy,110.0
1528,R,Art House and International|Comedy|Romance,97.0
1529,R,Drama|Romance,120.0
1530,NR,Action and Adventure,90.0
1532,NR,Action and Adventure|Classics|Science Fiction and Fantasy,115.0
1533,NR,Art House and International|Comedy,183.0
1534,NR,Action and Adventure|Art House and International|Drama,107.0
1535,PG-13,Action and Adventure|Drama|Mystery and Suspense,108.0
1536,R,Comedy,88.0
1539,R,Art House and International|Comedy|Drama|Mystery and Suspense,102.0
1540,PG,Action and Adventure|Drama|Mystery and Suspense,103.0
1541,PG,Action and Adventure|Comedy|Kids and Family,90.0
1542,R,Horror|Mystery and Suspense,84.0
1545,PG-13,Drama|Musical and Performing Arts,117.0
1547,PG,Drama|Mystery and Suspense,107.0
1549,NR,Art House and International|Classics|Drama,97.0
1550,NR,Action and Adventure|Drama,93.0
1553,NR,Action and Adventure|Drama|Mystery and Suspense|Romance,161.0
1554,G,Kids and Family|Musical and Performing Arts,95.0
1555,G,Classics|Comedy|Musical and Performing Arts|Western,97.0
1557,NR,Art House and International|Drama,87.0
1560,NR,Comedy|Drama,100.0
1561,R,Comedy,109.0
